experiment_type,run_number,generations,best_score,generation_found,run_time_ms
incremental,2,90,9999939924,82,8576
incremental,3,90,9999940351,79,8307
incremental,4,90,9999940085,85,8651
incremental,5,90,9999939990,73,8160
incremental,6,90,9999940304,77,8452
incremental,7,90,9999939922,73,7971
incremental,8,90,9999940137,86,8568
incremental,9,90,9999940352,90,8335
incremental,10,90,9999940184,88,7888
incremental,11,90,9999939833,52,9056
incremental,12,90,9999940473,63,9044
incremental,13,90,9999939978,60,8041
incremental,14,90,9999940105,69,8458
incremental,15,90,9999940219,53,7921
incremental,16,90,9999940330,71,8469
incremental,17,90,9999940034,51,8531
incremental,18,90,9999940206,67,8420
incremental,19,90,9999940382,56,8538
incremental,20,90,9999940119,84,8406
incremental,21,90,9999939675,73,8071
incremental,22,90,9999939891,85,8347
incremental,23,90,9999940284,74,8448
incremental,24,90,9999940139,74,8449
incremental,25,90,9999940074,90,7927
incremental,26,90,9999939976,64,8316
incremental,27,90,9999940328,89,7933
incremental,28,90,9999940044,90,8486
incremental,29,90,9999940111,87,8628
incremental,30,90,9999940193,85,8120
incremental,31,90,9999940107,64,8346
incremental,32,90,9999940446,55,8535
incremental,33,90,9999939928,52,7865
incremental,34,90,9999940230,73,8379
incremental,35,90,9999940520,79,8105
incremental,36,90,9999940166,56,8348
incremental,37,90,9999940570,86,8427
incremental,38,90,9999940028,76,7893
incremental,39,90,9999940175,44,8070
incremental,40,90,9999940259,70,9052
incremental,41,90,9999940254,81,8345
incremental,42,90,9999940241,78,8475
incremental,43,90,9999940233,57,8233
incremental,44,90,9999940228,83,8600
incremental,45,90,9999940040,51,8637
incremental,46,90,9999939890,80,8202
incremental,47,90,9999940153,82,8002
incremental,48,90,9999940111,85,8185
incremental,49,90,9999940369,81,8813
incremental,0,95,9999940301,83,8390
incremental,1,95,9999939929,76,9030
incremental,2,95,9999940180,85,9153
incremental,3,95,9999470059,20,8350
incremental,4,95,9999940117,67,8981
incremental,5,95,9999940045,76,8466
incremental,6,95,9999939965,59,8403
incremental,7,95,9999940218,79,8694
incremental,8,95,9999939743,60,8438
incremental,9,95,9999940242,76,8826
incremental,10,95,9999940150,67,9242
incremental,11,95,9999940018,65,8362
incremental,12,95,9999940113,83,9211
incremental,13,95,9999940298,59,9003
incremental,14,95,9999940473,94,8504
incremental,15,95,9999940552,88,8851
incremental,16,95,9999939989,84,9112
incremental,17,95,9999939945,64,8788
incremental,18,95,9999940117,67,8404
incremental,19,95,9999940239,87,8675
incremental,20,95,9999940274,69,9004
incremental,21,95,9999940263,60,8848
incremental,22,95,9999940284,79,9088
incremental,23,95,9999940447,80,8877
incremental,24,95,9999940340,89,8778
incremental,25,95,9999940070,75,9275
incremental,26,95,9999940003,81,8324
incremental,27,95,9999940247,88,8966
incremental,28,95,9999939980,84,9018
incremental,29,95,9999940108,75,8503
incremental,30,95,9999940071,70,8877
incremental,31,95,9999940324,87,8775
incremental,32,95,9999940249,56,8816
incremental,33,95,9999940192,75,9121
incremental,34,95,9999939994,64,8276
incremental,35,95,9999940231,93,9200
incremental,36,95,9999940099,52,8551
incremental,37,95,9999940100,75,8552
incremental,38,95,9999940165,63,9350
incremental,39,95,9999940151,76,8611
incremental,40,95,9999940147,71,8825
incremental,41,95,9999940133,82,8891
incremental,42,95,9999940209,75,8643
incremental,43,95,9999939779,66,8952
incremental,44,95,9999939970,78,8283
incremental,45,95,9999939877,49,8702
incremental,46,95,9999940406,78,8966
incremental,47,95,9999939937,69,8477
incremental,48,95,9999939994,65,8746
incremental,49,95,9999940132,81,9358
incremental,0,100,9999940157,72,9091
incremental,1,100,9999940104,69,9224
incremental,2,100,9999940168,94,9165
incremental,3,100,9999939984,92,8903
incremental,4,100,9999940569,82,9137
incremental,5,100,9999940258,93,8872
incremental,6,100,9999939708,74,9075
incremental,7,100,9999940164,72,9031
incremental,8,100,9999939827,85,8898
incremental,9,100,9999940036,100,8831
incremental,10,100,9999940055,64,8857
incremental,11,100,9999940244,62,9021
incremental,12,100,9999940067,84,8887
incremental,13,100,9999939891,61,8868
incremental,14,100,9999940198,95,8918
incremental,15,100,9999940148,77,8948
incremental,16,100,9999940003,86,8861
incremental,17,100,9999940062,59,8890
incremental,18,100,9999940106,73,8918
incremental,19,100,9999940278,97,8898
incremental,20,100,9999940102,57,8881
incremental,21,100,9999939972,61,8865
incremental,22,100,9999940370,67,8941
incremental,23,100,9999940348,81,9076
incremental,24,100,9999940053,76,8829
incremental,25,100,9999939917,57,8869
incremental,26,100,9999940459,68,8868
incremental,27,100,9999940046,96,8872
incremental,28,100,9999940075,97,8852
incremental,29,100,9999940042,72,8887
incremental,30,100,9999940081,60,8875
incremental,31,100,9999940199,84,8855
incremental,32,100,9999940026,81,8882
incremental,33,100,9999939877,70,9046
incremental,34,100,9999940047,62,9011
incremental,35,100,9999939986,90,8978
incremental,36,100,9999940382,86,8928
incremental,37,100,9999940049,57,9849
incremental,38,100,9999940175,76,9162
incremental,39,100,9999940138,89,9111
incremental,40,100,9999939884,74,9042
incremental,41,100,9999940049,70,9060
incremental,42,100,9999940534,70,8930
incremental,43,100,9999940242,87,10151
incremental,44,100,9999940026,92,10371
incremental,45,100,9999940153,52,9466
incremental,46,100,9999940083,83,9474
incremental,47,100,9999940194,90,9279
incremental,48,100,9999940252,71,9062
incremental,49,100,9999940170,49,9062
